compte;libelle;text
7;ENTECAVIR  # - BARACLUDE Comp pell. 0,5mg Bt 30  #;ENTECAVIR  # - BARACLUDE Comp pell. 0,5mg Bt 30  #
7;FUSIDIQUE ACIDE  SEL SODIQUE - AFUSIDIQUE 250mg Comp pell Bt 10;FUSIDIQUE ACIDE  SEL SODIQUE - AFUSIDIQUE 250mg Comp pell Bt 10
7;FUSIDIQUE ACIDE  SEL SODIQUE - FUCIDINE 250mg Comp.Pell. Bt 10;FUSIDIQUE ACIDE  SEL SODIQUE - FUCIDINE 250mg Comp.Pell. Bt 10
7;PRISTINAMYCINE à 8 000 U.I/MG - PYOSTACINE Comp pell sec 500mg Bt 16;PRISTINAMYCINE à 8 000 U.I/MG - PYOSTACINE Comp pell sec 500mg Bt 16
7;VANCOMYCINE CHLORHYDRATE  # - VANCO Pdre Inj 500mg Bt 1  #;VANCOMYCINE CHLORHYDRATE  # - VANCO Pdre Inj 500mg Bt 1  #
7;VANCOMYCINE CHLORHYDRATE  # - VANCOCINE INJ 500 MG 10 ML BT 1  #;VANCOMYCINE CHLORHYDRATE  # - VANCOCINE INJ 500 MG 10 ML BT 1  #
7;VANCOMYCINE CHLORHYDRATE  # - VANCOMYCINE HIKMA 500 500mg Pdre.P.Prép. Inj. Bt 1 Fl;VANCOMYCINE CHLORHYDRATE  # - VANCOMYCINE HIKMA 500 500mg Pdre.P.Prép. Inj. Bt 1 Fl
7;VANCOMYCINE CHLORHYDRATE  # - VANCOMYCINE INJ 500 MG 10 ML BT 1  #;VANCOMYCINE CHLORHYDRATE  # - VANCOMYCINE INJ 500 MG 10 ML BT 1  #
7;TEICOPLANINE  #* - TARGOCID Pdre Inj 200mg Bt 1+1  #*;TEICOPLANINE  #* - TARGOCID Pdre Inj 200mg Bt 1+1  #*
7;TEICOPLANINE  #* - TEICO 200mg Pdre.Prép.Inj. Bt 1Fl+Solv./3.2ml;TEICOPLANINE  #* - TEICO 200mg Pdre.Prép.Inj. Bt 1Fl+Solv./3.2ml
7;TEICOPLANINE  # - TARGOCID Pdre Inj 400mg Bt 1+1  #;TEICOPLANINE  # - TARGOCID Pdre Inj 400mg Bt 1+1  #
7;TEICOPLANINE  # - TEICO 400mg Pdre.Prép.Inj. Bt 1Fl+Solv./3.2ml;TEICOPLANINE  # - TEICO 400mg Pdre.Prép.Inj. Bt 1Fl+Solv./3.2ml
7;SULFADIAZINE # - ADIAZINE Comp 50mg Bt 20 #;SULFADIAZINE # - ADIAZINE Comp 50mg Bt 20 #
7;DILTIAZEM CHLORHYDRATE - DIPEN Gélule Retard 300mg Bt 28;DILTIAZEM CHLORHYDRATE - DIPEN Gélule Retard 300mg Bt 28
7;DILTIAZEM CHLORHYDRATE - MONO-TILDIEM Gélule Retard 300mg Bt 28;DILTIAZEM CHLORHYDRATE - MONO-TILDIEM Gélule Retard 300mg Bt 28
7;DILTIAZEM CHLORHYDRATE - MONO-TILDIEM LP 300mg Gél. LP. Bt 28;DILTIAZEM CHLORHYDRATE - MONO-TILDIEM LP 300mg Gél. LP. Bt 28
7;PENTAMIDINE ISETHIONATE # - PENTACARINAT Fl Inj 300mg Bt 1 #;PENTAMIDINE ISETHIONATE # - PENTACARINAT Fl Inj 300mg Bt 1 #
7;ALBENDAZOLE - Z ZOLE Comp  pell 400mg Bt 1;ALBENDAZOLE - Z ZOLE Comp  pell 400mg Bt 1
7;ALBENDAZOLE - ZENTEL Comp pell 400mg Bt 1;ALBENDAZOLE - ZENTEL Comp pell 400mg Bt 1
7;ALBENDAZOLE - Z  ZOLE Susp Buv 4% Fl 10ml;ALBENDAZOLE - Z  ZOLE Susp Buv 4% Fl 10ml
7;PYRIMETHAMINE # - MALOCIDE Comp 50mg Bt 20 #;PYRIMETHAMINE # - MALOCIDE Comp 50mg Bt 20 #
7;ACICLOVIR voir ganciclovir - ZOVIRAX Pde Opht 3% Tb 4.5gr;ACICLOVIR voir ganciclovir - ZOVIRAX Pde Opht 3% Tb 4.5gr
7;GANCICLOVIR SODIQUE  #* - CYMEVENE Pdre Inj  500mg Bt 1 #*;GANCICLOVIR SODIQUE  #* - CYMEVENE Pdre Inj  500mg Bt 1 #*
7;ZIDOVUDINE * # - RETROVIR Comp 100mg Bt 100  * #;ZIDOVUDINE * # - RETROVIR Comp 100mg Bt 100  * #
7;ADRENALINE # - ADRENALINE Amp Inj 0,5mg 1ml Bt 100  #;ADRENALINE # - ADRENALINE Amp Inj 0,5mg 1ml Bt 100  #
7;ADRENALINE # - ADRENALINE Amp Inj 0,5mg/ml Bt 10  #;ADRENALINE # - ADRENALINE Amp Inj 0,5mg/ml Bt 10  #
7;ADRENALINE # - ADRENALINE Amp Inj 0,5mg/ml Bt 10  #;ADRENALINE # - ADRENALINE Amp Inj 0,5mg/ml Bt 10  #
7;ADRENALINE # - ADRENALINE Amp Inj 0,5mg/ml Bt 50  #;ADRENALINE # - ADRENALINE Amp Inj 0,5mg/ml Bt 50  #
7;ADRENALINE # - ADRENALINE RENAUDIN 0,5 mg/ml Sol.Inj. Bt 100 Amp./1ml;ADRENALINE # - ADRENALINE RENAUDIN 0,5 mg/ml Sol.Inj. Bt 100 Amp./1ml
7;TIROFIBAN # - AGRASTAT 0,25mg/ml Sol.P.Perf. Bt 1Fl/50ml (F);TIROFIBAN # - AGRASTAT 0,25mg/ml Sol.P.Perf. Bt 1Fl/50ml (F)
7;TIROFIBAN # - AGRASTAT Sol Inj Perf. 0,25mg/ml  Fl 50ml # (F);TIROFIBAN # - AGRASTAT Sol Inj Perf. 0,25mg/ml  Fl 50ml # (F)
7;EPHEDRINE # - EPHEDRINE Amp Inj 3% Bt 10 #;EPHEDRINE # - EPHEDRINE Amp Inj 3% Bt 10 #
7;MOLSIDOMINE - ANGORAL 2mg Comp. Séc. Bt 30;MOLSIDOMINE - ANGORAL 2mg Comp. Séc. Bt 30
7;MOLSIDOMINE - CARDOMINE 2mg Comp.Séc. Bt 30;MOLSIDOMINE - CARDOMINE 2mg Comp.Séc. Bt 30
7;MOLSIDOMINE - CORVASAL 2mg Comp séc. Bt 30;MOLSIDOMINE - CORVASAL 2mg Comp séc. Bt 30
7;MOLSIDOMINE - CORVASAL Comp 2mg Bt 30;MOLSIDOMINE - CORVASAL Comp 2mg Bt 30
7;MOLSIDOMINE - DILACOR Comp 2mg Bt 30;MOLSIDOMINE - DILACOR Comp 2mg Bt 30
7;MOLSIDOMINE - MOLSIDOMINA Comp 2mg  Bt 30;MOLSIDOMINE - MOLSIDOMINA Comp 2mg  Bt 30
7;MOLSIDOMINE - MOLSIDOMINE WINTHROP 2mg comp sec Bt 30;MOLSIDOMINE - MOLSIDOMINE WINTHROP 2mg comp sec Bt 30
7;ENTECAVIR  # - BARACLUDE Comp pell.1mg Bt 30  #;ENTECAVIR  # - BARACLUDE Comp pell.1mg Bt 30  #
7;ACETYLSALICYLIQUE ACIDE (sels solubles) - ASPEGIC Pdre Sol Or 100mg Sach Bt 20;ACETYLSALICYLIQUE ACIDE (sels solubles) - ASPEGIC Pdre Sol Or 100mg Sach Bt 20
7;ACETYLSALICYLIQUE ACIDE (sels solubles) - ASPEGIC Sachet 100mg Bt 20;ACETYLSALICYLIQUE ACIDE (sels solubles) - ASPEGIC Sachet 100mg Bt 20
7;TICLOPIDINE CHLORHYDRATE - PREVOC  Comp pell 250mg B 20;TICLOPIDINE CHLORHYDRATE - PREVOC  Comp pell 250mg B 20
7;TICLOPIDINE CHLORHYDRATE - TICLID Comp pell 250mg Bt 30;TICLOPIDINE CHLORHYDRATE - TICLID Comp pell 250mg Bt 30
7;DILTIAZEM CHLORHYDRATE - MONO-TILDIEM Gélule Retard 200mg Bt 28;DILTIAZEM CHLORHYDRATE - MONO-TILDIEM Gélule Retard 200mg Bt 28
7;DIGOXINE - DIGOXINE NATIVELLE 5 µg/0,1 ml Sol. buv. (pipette doseuse) Fl. 60 ml;DIGOXINE - DIGOXINE NATIVELLE 5 µg/0,1 ml Sol. buv. (pipette doseuse) Fl. 60 ml
7;DIGOXINE - DIGOXINE Sol Buv 0.05mg/ml Fl 60ml;DIGOXINE - DIGOXINE Sol Buv 0.05mg/ml Fl 60ml
7;PAPAVERINE CHLORHYDRATE # - PAPAVERINE  Amp Inj 4% 1ml Bt 10  #;PAPAVERINE CHLORHYDRATE # - PAPAVERINE  Amp Inj 4% 1ml Bt 10  #
7;PAPAVERINE CHLORHYDRATE # - PAPAVERINE CHLORHYDRATE Amp Inj 4% 1ml Bt 10  #;PAPAVERINE CHLORHYDRATE # - PAPAVERINE CHLORHYDRATE Amp Inj 4% 1ml Bt 10  #
7;PENTOXIFYLLINE * - TORENTAL Amp Inj 100mg 5ml Bt 6 *;PENTOXIFYLLINE * - TORENTAL Amp Inj 100mg 5ml Bt 6 *
7;FER SULFATE/ ACIDE FOLIQUE - FEFOL gelule 150mg Bt 30;FER SULFATE/ ACIDE FOLIQUE - FEFOL gelule 150mg Bt 30
7;FER SULFATE/ ACIDE FOLIQUE - TARDYFERON B9 Comp enr Bt 30;FER SULFATE/ ACIDE FOLIQUE - TARDYFERON B9 Comp enr Bt 30
7;FER HYDROXYDE - MALTOFER SOL INJ 100 MG/2ML BT 7;FER HYDROXYDE - MALTOFER SOL INJ 100 MG/2ML BT 5
7;DESMOPRESSINE ACETATE  # - MINIRIN Sol Inj 4µg/1ml Bt 10Fl 1ml  # (F);DESMOPRESSINE ACETATE  # - MINIRIN Sol Inj 4µg/1ml Bt 10Fl 1ml  # (F)
7;CABERGOLINE # - DOSTINEX Comp 0,5 mg Bt 2 #;CABERGOLINE # - DOSTINEX Comp 0,5 mg Bt 2 #
7;INHIBITEUR DE LA POMPE A PROTONS - BELIFAX Gélule 20mg Bt 14;INHIBITEUR DE LA POMPE A PROTONS - BELIFAX Gélule 20mg Bt 14
7;INHIBITEUR DE LA POMPE A PROTONS - INIPRAZOL 30mg Gél. Gastro-résist. Bt 300;INHIBITEUR DE LA POMPE A PROTONS - INIPRAZOL 30mg Gél. Gastro-résist. Bt 300
7;INHIBITEUR DE LA POMPE A PROTONS - INIPRAZOLE 30mg gelule Fl 14;INHIBITEUR DE LA POMPE A PROTONS - INIPRAZOLE 30mg gelule Fl 14
7;INHIBITEUR DE LA POMPE A PROTONS - MEPRAZOLE Gélule 20mg Bt 14;INHIBITEUR DE LA POMPE A PROTONS - MEPRAZOLE Gélule 20mg Bt 14
7;INHIBITEUR DE LA POMPE A PROTONS - OMEZOL 20mg Gél. Bt 28;INHIBITEUR DE LA POMPE A PROTONS - OMEZOL 20mg Gél. Bt 28
7;INHIBITEUR DE LA POMPE A PROTONS - OMEZOLE Gélule 20mg Bt 14;INHIBITEUR DE LA POMPE A PROTONS - OMEZOLE Gélule 20mg Bt 14
7;INHIBITEUR DE LA POMPE A PROTONS - OPRAZOLE 20mg Comp.Pell. Fl 14;INHIBITEUR DE LA POMPE A PROTONS - OPRAZOLE 20mg Comp.Pell. Fl 14
7;INHIBITEUR DE LA POMPE A PROTONS - OPRAZOLE Comp 20mg Bt 14;INHIBITEUR DE LA POMPE A PROTONS - OPRAZOLE Comp 20mg Bt 14
7;INHIBITEUR DE LA POMPE A PROTONS - OPRAZOLE Comp 20mg Fl 28;INHIBITEUR DE LA POMPE A PROTONS - OPRAZOLE Comp 20mg Fl 28
7;SUCRALFATE - ULCEFIX Comp 1gr Bt 30;SUCRALFATE - ULCEFIX Comp 1gr Bt 30
7;STERCULIA GOMME / PHOSPHATE MONOSODIQUE-DISODIQUE - NORMACOL LAVEMENT Sol Rect Fl 130ml;STERCULIA GOMME / PHOSPHATE MONOSODIQUE-DISODIQUE - NORMACOL LAVEMENT Sol Rect Fl 130ml
7;ANTI-HEMORROIDAIRE (sans corticoïde) - HEMORECTOL Pde Tb 30gr;ANTI-HEMORROIDAIRE (sans corticoïde) - HEMORECTOL Pde Tb 30gr
7;ANTI-HEMORROIDAIRE (sans corticoïde) - PROCTOLOG Crème Rectale Tb 20gr;ANTI-HEMORROIDAIRE (sans corticoïde) - PROCTOLOG Crème Rectale Tb 20gr
7;ANTI-HEMORROIDAIRE (sans corticoïde) - RUSCOLOG Crème Rectale Tb 20gr;ANTI-HEMORROIDAIRE (sans corticoïde) - RUSCOLOG Crème Rectale Tb 20gr
7;ANTI-HEMORROIDAIRE (sans corticoïde) - TITANOREINE LIDOCAINE Crème Derm Tb 20gr;ANTI-HEMORROIDAIRE (sans corticoïde) - TITANOREINE LIDOCAINE Crème Derm Tb 20gr
7;ANTI-HEMORROIDAIRE (sans corticoïde) - HEMORECTOL Supp Bt 100;ANTI-HEMORROIDAIRE (sans corticoïde) - HEMORECTOL Supp Bt 100
7;ANTI-HEMORROIDAIRE (sans corticoïde) - RUSCOLOG Suppo Bt 10;ANTI-HEMORROIDAIRE (sans corticoïde) - RUSCOLOG Suppo Bt 10
7;SULPIRIDE - DOGMATIL Amp Inj 100mg 2ml Bt 50;SULPIRIDE - DOGMATIL Amp Inj 100mg 2ml Bt 50
7;SULPIRIDE - DOPRID 100 100mg/2ml Sol. Inj. Bt 50/2ml;SULPIRIDE - DOPRID 100 100mg/2ml Sol. Inj. Bt 50/2ml
7;BETAMETHASONE # - BETNESOL 5mg/100ml Sol.Rect. Fl 100ml;BETAMETHASONE # - BETNESOL 5mg/100ml Sol.Rect. Fl 100ml
7;BETAMETHASONE # - BETNESOL Sol. Rectale 5mg /100ml Fl 100ml #;BETAMETHASONE # - BETNESOL Sol. Rectale 5mg /100ml Fl 100ml #
7;POVIDONE  IODEE - BETADINE Sol Gyn Fl 125ml;POVIDONE  IODEE - BETADINE Sol Gyn Fl 125ml
7;SULPROSTONE # - NALADOR Pdre Inj 500 µgr Bt 1 #  (F);SULPROSTONE # - NALADOR Pdre Inj 500 µgr Bt 1 #  (F)
7;SALBUTAMOL SULFATE - SALBUMOL Suppo 1mg Bt 12;SALBUTAMOL SULFATE - SALBUMOL Suppo 1mg Bt 12
7;SALBUTAMOL SULFATE  * - SALBUMOL Amp Inj 0.5mg/ml Bt 6  *;SALBUTAMOL SULFATE  * - SALBUMOL Amp Inj 0.5mg/ml Bt 6  *
7;MEDROGESTONE - COLPRONE Comp 5mg Bt 20;MEDROGESTONE - COLPRONE Comp 5mg Bt 20
7;NOMEGESTROL ACETATE - LUTENYL Comp sec 5mg Bt 10;NOMEGESTROL ACETATE - LUTENYL Comp sec 5mg Bt 10
7;GONADOTROPHINE CHORIONIQUE - GONADOTROPHINE  Pdre Inj 1500UI B/3+3;GONADOTROPHINE CHORIONIQUE - GONADOTROPHINE  Pdre Inj 1500UI B/3+3
7;GONADOTROPHINE CHORIONIQUE - GONADOTROPHINE  Pdre Inj 1500UI B/6+6;GONADOTROPHINE CHORIONIQUE - GONADOTROPHINE  Pdre Inj 1500UI B/6+6
7;GONADOTROPHINE CHORIONIQUE # - DICLAIR-HP-HCG Sol. Inj. 5000 UI Bt 3+3 # (F);GONADOTROPHINE CHORIONIQUE # - DICLAIR-HP-HCG Sol. Inj. 5000 UI Bt 3+3 # (F)
7;GONADOTROPHINE CHORIONIQUE # - GONADOTROPHINE   Pdrel Inj 5000 UI Bt 1+1 # (F);GONADOTROPHINE CHORIONIQUE # - GONADOTROPHINE   Pdrel Inj 5000 UI Bt 1+1 # (F)
7;GONADOTROPHINE CHORIONIQUE # - OVITRELLE Amp Inj 250µg  Bt 1 (F);GONADOTROPHINE CHORIONIQUE # - OVITRELLE Amp Inj 250µg  Bt 1 (F)
7;IPRATROPIUM BROMURE - ATROVENT AD Sol/Inhl 0,5mg/2ml Bt10 Doses 2ml;IPRATROPIUM BROMURE - ATROVENT AD Sol/Inhl 0,5mg/2ml Bt10 Doses 2ml
7;IPRATROPIUM BROMURE - IPRATROPIUM AGUETTANT Sol/Inhl 0,5mg/2ml Bt10 Doses 2ml;IPRATROPIUM BROMURE - IPRATROPIUM AGUETTANT Sol/Inhl 0,5mg/2ml Bt10 Doses 2ml
7;SALBUTAMOL - AEROL  Aérosol 100µg/Inhl Fl 200 Doses;SALBUTAMOL - AEROL  Aérosol 100µg/Inhl Fl 200 Doses
7;SALBUTAMOL - VENTMAX 100 µgr/Inhl Fl 200 Doses;SALBUTAMOL - VENTMAX 100 µgr/Inhl Fl 200 Doses
7;SALBUTAMOL - VENTOLINE Aérosol 100µg/Inhl  Fl 200 Doses;SALBUTAMOL - VENTOLINE Aérosol 100µg/Inhl  Fl 200 Doses
7;PARACETAMOL 50ml # - ANALGAN Enf. Et Nourr. 10mg/ml Sol.P.Perf. Bt 12Fl/50ml;PARACETAMOL 50ml # - ANALGAN Enf. Et Nourr. 10mg/ml Sol.P.Perf. Bt 12Fl/50ml
7;PARACETAMOL 50ml # - PARALGYL 500 10mg/ml Sol.P.Perf. Bt 6/50ml;PARACETAMOL 50ml # - PARALGYL 500 10mg/ml Sol.P.Perf. Bt 6/50ml
7;PARACETAMOL 50ml # - PERFALGAN Sol Inj 10mg/ml Fl 50ml Bt 12 #;PARACETAMOL 50ml # - PERFALGAN Sol Inj 10mg/ml Fl 50ml Bt 12 #
7;ACETYLCYSTEINE - MUCOLATOR 200mg Pdre. Susp. Or. Sach. Bt 30/3gr;ACETYLCYSTEINE - MUCOLATOR 200mg Pdre. Susp. Or. Sach. Bt 30/3gr
7;ACETYLCYSTEINE - MUCOLYSE 200mg Pdre.Sol.Or. Bt 30 sachets;ACETYLCYSTEINE - MUCOLYSE 200mg Pdre.Sol.Or. Bt 30 sachets
7;ANTI H1 (2nd génération ) - ALLERGICA 10mg comp Bt 600;ANTI H1 (2nd génération ) - ALLERGICA 10mg comp Bt 600
7;ANTI H1 (2nd génération ) - ALLERGICA Comp 10mg Bt 20;ANTI H1 (2nd génération ) - ALLERGICA Comp 10mg Bt 20
7;ANTI H1 (2nd génération ) - DESLOR 5mg Comp.Pell. Bt 30;ANTI H1 (2nd génération ) - DESLOR 5mg Comp.Pell. Bt 30
7;ANTI H1 (2nd génération ) - ORAMINE 10mg Comp. Bt 300;ANTI H1 (2nd génération ) - ORAMINE 10mg Comp. Bt 300
7;ANTI H1 (2nd génération ) - ORAMINE Comp 10mg Bt 20;ANTI H1 (2nd génération ) - ORAMINE Comp 10mg Bt 20
7;ANTI H1 (2nd génération ) - RESTAMINE 10mg Comp. Bt 20;ANTI H1 (2nd génération ) - RESTAMINE 10mg Comp. Bt 20
7;ANTI H1 (2nd génération ) - RESTAMINE Comp 10mg Bt 20;ANTI H1 (2nd génération ) - RESTAMINE Comp 10mg Bt 20
7;ANTI H1 (2nd génération ) - ALLERGICA Sirop 0,1% Fl 150ml;ANTI H1 (2nd génération ) - ALLERGICA Sirop 0,1% Fl 150ml
7;ANTI H1 (2nd génération ) - ORAMINE 1mg/ml Sirop Fl 60ml;ANTI H1 (2nd génération ) - ORAMINE 1mg/ml Sirop Fl 60ml
7;KETOTIFENE FUMARATE - KETIN  Sol Buv 0,2% Fl 150ml;KETOTIFENE FUMARATE - KETIN  Sol Buv 0,2% Fl 150ml
7;KETOTIFENE FUMARATE - TEFANYL Sirop 1mg/5ml Fl 100ml;KETOTIFENE FUMARATE - TEFANYL Sirop 1mg/5ml Fl 100ml
7;KETOTIFENE FUMARATE - TEFANYL Sirop 1mg/5ml Fl 150ml;KETOTIFENE FUMARATE - TEFANYL Sirop 1mg/5ml Fl 150ml
7;HYDROXYCHLOROQUINE SULFATE - PLAQUENIL Comp 200mg Bt 30;HYDROXYCHLOROQUINE SULFATE - PLAQUENIL Comp 200mg Bt 30
7;METHOTREXATE - EBETREXAT Comp  sec 2.5mg Bt 50;METHOTREXATE - EBETREXAT Comp  sec 2.5mg Bt 50
7;METHOTREXATE - METHOTREXATE Comp  sec 2.5mg Bt 20;METHOTREXATE - METHOTREXATE Comp  sec 2.5mg Bt 20
7;URATE-OXYDASE # - URICOZYME Inj 1000 UI 1ml Bt 5  #;URATE-OXYDASE # - URICOZYME Inj 1000 UI 1ml Bt 5  #
7;THIOCOLCHICOSIDE - COLTRAMYL 4mg Comp. Séc. Bt 12;THIOCOLCHICOSIDE - COLTRAMYL 4mg Comp. Séc. Bt 12
7;THIOCOLCHICOSIDE - MIOREL 4mg Gél. Bt 12;THIOCOLCHICOSIDE - MIOREL 4mg Gél. Bt 12
7;THIOCOLCHICOSIDE - MYOLAX 4mg Comp. Bt 12;THIOCOLCHICOSIDE - MYOLAX 4mg Comp. Bt 12
7;THIOCOLCHICOSIDE - RELAXIL 4mg Gél. Bt 14;THIOCOLCHICOSIDE - RELAXIL 4mg Gél. Bt 14
7;THIOCOLCHICOSIDE - RELAXIL 4mg/2ml Sol.Inj. Bt 5/2ml;THIOCOLCHICOSIDE - RELAXIL 4mg/2ml Sol.Inj. Bt 5/2ml
7;THIOCOLCHICOSIDE - THIOMED Amp Inj 4mg/2ml Bt 6;THIOCOLCHICOSIDE - THIOMED Amp Inj 4mg/2ml Bt 6
7;PARACETAMOL - CETAMOL Sol Buv 3% Fl 90ml;PARACETAMOL - CETAMOL Sol Buv 3% Fl 90ml
7;PARACETAMOL - DOLEL Sol Buv 150mg Fl 90ml;PARACETAMOL - DOLEL Sol Buv 150mg Fl 90ml
7;PARACETAMOL - EFFERALGAN PED Sol Buv Fl 90ml;PARACETAMOL - EFFERALGAN PED Sol Buv Fl 90ml
7;PARACETAMOL - PARACETYL Pediatrique 3% Sol. Buv. Fl 90ml;PARACETAMOL - PARACETYL Pediatrique 3% Sol. Buv. Fl 90ml
7;PARACETAMOL / CODEINE - ADOLINE FORT 400mg/25mg Comp. Bt 20;PARACETAMOL / CODEINE - ADOLINE FORT 400mg/25mg Comp. Bt 20
7;PARACETAMOL / CODEINE - ANALGAN CODEINE 600mg/50mg Comp. Bt 12;PARACETAMOL / CODEINE - ANALGAN CODEINE 600mg/50mg Comp. Bt 12
7;DEXTROPROPOXYPHENE / PARACETAMOL - ANTALGINE Gélule Bt 20;DEXTROPROPOXYPHENE / PARACETAMOL - ANTALGINE Gélule Bt 20
7;DEXTROPROPOXYPHENE / PARACETAMOL - ANTALGINE Gélule Bt 300;DEXTROPROPOXYPHENE / PARACETAMOL - ANTALGINE Gélule Bt 300
7;DEXTROPROPOXYPHENE / PARACETAMOL - DI-ALGESIC Comp pell Bt 150;DEXTROPROPOXYPHENE / PARACETAMOL - DI-ALGESIC Comp pell Bt 150
7;DEXTROPROPOXYPHENE / PARACETAMOL - DI-ALGESIC Comp pell Bt 20;DEXTROPROPOXYPHENE / PARACETAMOL - DI-ALGESIC Comp pell Bt 20
7;DEXTROPROPOXYPHENE / PARACETAMOL - DIALGIREX GELULE BT 20;DEXTROPROPOXYPHENE / PARACETAMOL - DIALGIREX GELULE BT 20
7;CEPHALOSPORINE 1ERE GENE. - CEDROX Gélule 500mg Bt 12;CEPHALOSPORINE 1ERE GENE. - CEDROX Gélule 500mg Bt 12
7;CEPHALOSPORINE 1ERE GENE. - SAIFORAL Gélule 500mg Bt 120;CEPHALOSPORINE 1ERE GENE. - SAIFORAL Gélule 500mg Bt 120
7;CEPHALOSPORINE 1ERE GENE. - SAIFORAL Gélule 500mg Bt 24;CEPHALOSPORINE 1ERE GENE. - SAIFORAL Gélule 500mg Bt 24
7;CEPHALOSPORINE 1ERE GENE. - ULTRASPORINE FORTE Gélule 500mg Bt 28;CEPHALOSPORINE 1ERE GENE. - ULTRASPORINE FORTE Gélule 500mg Bt 28
7;METHYLPREDNISOLONE HEMISUCCINATE - MP 40  Fl inj 40mg B/1+1;METHYLPREDNISOLONE HEMISUCCINATE - MP 40  Fl inj 40mg B/1+1
7;BETAHISTINE - BETAGAM 8mg Comp. Bt 90;BETAHISTINE - BETAGAM 8mg Comp. Bt 90
7;PHENAZONE/LIDOCAINE - AURIPAX Gttes Auric 4% Fl 15ml;PHENAZONE/LIDOCAINE - AURIPAX Gttes Auric 4% Fl 15ml
7;PHENAZONE/LIDOCAINE - OTIPAX Gttes Auric  Fl 15ml;PHENAZONE/LIDOCAINE - OTIPAX Gttes Auric  Fl 15ml
7;OFLOXACINE - OFLOMED 1.5mg/0.5ml Gttes. Auri. Bt 20/Recip Unidose;OFLOXACINE - OFLOMED 1.5mg/0.5ml Gttes. Auri. Bt 20/Recip Unidose
7;GENTAMICINE SULFATE - GENTADAR  Collyre 0,3% Fl 10ml;GENTAMICINE SULFATE - GENTADAR  Collyre 0,3% Fl 10ml
7;GENTAMICINE SULFATE - UNIGENTA  Collyre 0,3% Fl 5ml;GENTAMICINE SULFATE - UNIGENTA  Collyre 0,3% Fl 5ml
7;CROMOGLICATE SODIQUE - UNICROM Collyre 2% Fl 5ml;CROMOGLICATE SODIQUE - UNICROM Collyre 2% Fl 5ml
7;LODOXAMIDE - ALMIDE Collyre 0.1% Fl 5ml;LODOXAMIDE - ALMIDE Collyre 0.1% Fl 5ml
7;CYCLOPENTOLATE - CYCLOCOL 0,5%  Collyre Fl 0,5ml;CYCLOPENTOLATE - CYCLOCOL 0,5%  Collyre Fl 0,5ml
7;DORZOLAMIDE  OU BRINZOLAMIDE - ALZOR 2% Colyre Fl  5ml;DORZOLAMIDE  OU BRINZOLAMIDE - ALZOR 2% Colyre Fl  5ml
7;SUPLEANCE LACRYMALE - GEL-LARMES 0,3% Gel Ophtalmique Tb 10gr;SUPLEANCE LACRYMALE - GEL-LARMES 0,3% Gel Ophtalmique Tb 10gr
7;SUPLEANCE LACRYMALE - LIPOSIC 0,2% GEL Opht. Tb 10gr;SUPLEANCE LACRYMALE - LIPOSIC 0,2% GEL Opht. Tb 10gr
7;FLUORESCEINE SODIQUE  # - FLUOCYNE Amp Inj 10% 5ml Bt 10  #;FLUORESCEINE SODIQUE  # - FLUOCYNE Amp Inj 10% 5ml Bt 10  #
7;FLUORESCEINE SODIQUE  # - FLUORESCEINE Amp Inj 10% 5ml Bt 10  #;FLUORESCEINE SODIQUE  # - FLUORESCEINE Amp Inj 10% 5ml Bt 10  #
7;FLUORESCEINE SODIQUE  # - FLUORESCEINE Amp Inj 10% 5ml vrac  #;FLUORESCEINE SODIQUE  # - FLUORESCEINE Amp Inj 10% 5ml vrac  #
7;FLUORESCEINE SODIQUE  # - FLUORESCEINE Amp Inj 10% Bt 1#;FLUORESCEINE SODIQUE  # - FLUORESCEINE Amp Inj 10% Bt 1#
7;IMIDAZOLE ou CICLOPIROXOLAMINE - FONGICIL Crème derm 1% Tb 30gr;IMIDAZOLE ou CICLOPIROXOLAMINE - FONGICIL Crème derm 1% Tb 30gr
7;IMIDAZOLE ou CICLOPIROXOLAMINE - MYCOHEAL Crème Derm 2% Tb 30gr;IMIDAZOLE ou CICLOPIROXOLAMINE - MYCOHEAL Crème Derm 2% Tb 30gr
7;IMIDAZOLE ou CICLOPIROXOLAMINE - MYCOREX Crème Derm 1% Tb 30gr;IMIDAZOLE ou CICLOPIROXOLAMINE - MYCOREX Crème Derm 1% Tb 30gr
7;IMIDAZOLE ou CICLOPIROXOLAMINE - ECOREX Lait Derm 1%  Fl 30ml;IMIDAZOLE ou CICLOPIROXOLAMINE - ECOREX Lait Derm 1%  Fl 30ml
7;IMIDAZOLE ou CICLOPIROXOLAMINE - ECOZYL 1% Lait Derm. Fl 30ml;IMIDAZOLE ou CICLOPIROXOLAMINE - ECOZYL 1% Lait Derm. Fl 30ml
7;IMIDAZOLE ou CICLOPIROXOLAMINE - FONGICIL  Lait derm 1% Fl 30ml;IMIDAZOLE ou CICLOPIROXOLAMINE - FONGICIL  Lait derm 1% Fl 30ml
7;IMIDAZOLE ou CICLOPIROXOLAMINE - MYCODERM 1% Lait Derm. Fl 30ml;IMIDAZOLE ou CICLOPIROXOLAMINE - MYCODERM 1% Lait Derm. Fl 30ml
